merchant_name,slug,mcc_code,mcc_description,category
Six Senses Hotels,six-senses,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Six Senses Hotels,six-senses-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Sixt Rent A Car,sixt,7512,Car Rental Companies ( Not Listed Below),car_rental
Sizzler,sizzler,5812,Eating places and Restaurants,dining
Skillshare,skillshare,8299,Schools and Educational Services ( Not Elsewhere Classified),education
Skyscanner,skyscanner,4722,Travel Agencies and Tour Operations,transportation
SkyScanner,skyscanner-2,4722,Travel Agencies and Tour Operations,transportation
Slack,slack,5734,Computer Software Stores,software
Sleep Inn,sleep-inn,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Sling TV,sling-tv,4899,Cable and other pay television (previously Cable Services),utilities
Smart & Final,smart-final,5411,"Grocery Stores, Supermarkets",retail
Smart Foodservice,smart-foodservice,5300,Wholesale Clubs,retail
Smith's Food & Drug,smiths,5411,"Grocery Stores, Supermarkets",retail
Smith's Food and Drug,smiths-food-and-drug,5411,"Grocery Stores, Supermarkets",retail
Smithsonian Institution,smithsonian-institution,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Smoothie King,smoothie-king,5812,Eating places and Restaurants,dining
Snake River Farms,snake-river-farms,5422,Meat Provisioners – Freezer and Locker,retail
Snap Fitness,snap-fitness,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Snap Kitchen,snap-kitchen,5812,Eating places and Restaurants,dining
Snapchat Ads,snapchat-ads,7311,Advertising Services,professional
SNCF,sncf,4112,Passenger Railways,transportation
SoFi Stadium,sofi-stadium,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Sofitel Hotels & Resorts,sofitel-hotels-resorts,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Solidcore,solidcore,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Sonesta ES Suites,sonesta-es-suites,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Sonesta Hotel,sonesta-hotel,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Sonesta Posadas del Inca,sonesta-posadas-del-inca,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Sonesta Simply Suites,sonesta-simply-suites,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Sonic Drive-In,sonic,5812,Eating places and Restaurants,dining
Sonic Drive-In,sonic-drive-in,5814,Fast Food Restaurants,dining
Sonic Drive-In - Albuquerque,sonic-drive-in-albuquerque,5814,Fast Food Restaurants,dining
Sonic Drive-In - Anaheim,sonic-drive-in-anaheim,5814,Fast Food Restaurants,dining
Sonic Drive-In - Anchorage,sonic-drive-in-anchorage,5814,Fast Food Restaurants,dining
Sonic Drive-In - Arlington,sonic-drive-in-arlington,5814,Fast Food Restaurants,dining
Sonic Drive-In - Atlanta,sonic-drive-in-atlanta,5814,Fast Food Restaurants,dining
Sonic Drive-In - Aurora,sonic-drive-in-aurora,5814,Fast Food Restaurants,dining
Sonic Drive-In - Austin,sonic-drive-in-austin,5814,Fast Food Restaurants,dining
Sonic Drive-In - Bakersfield,sonic-drive-in-bakersfield,5814,Fast Food Restaurants,dining
Sonic Drive-In - Baltimore,sonic-drive-in-baltimore,5814,Fast Food Restaurants,dining
Sonic Drive-In - Boston,sonic-drive-in-boston,5814,Fast Food Restaurants,dining
Sonic Drive-In - Buffalo,sonic-drive-in-buffalo,5814,Fast Food Restaurants,dining
Sonic Drive-In - Charlotte,sonic-drive-in-charlotte,5814,Fast Food Restaurants,dining
Sonic Drive-In - Chicago,sonic-drive-in-chicago,5814,Fast Food Restaurants,dining
Sonic Drive-In - Chula Vista,sonic-drive-in-chula-vista,5814,Fast Food Restaurants,dining
Sonic Drive-In - Cincinnati,sonic-drive-in-cincinnati,5814,Fast Food Restaurants,dining
Sonic Drive-In - Colorado Springs,sonic-drive-in-colorado-springs,5814,Fast Food Restaurants,dining
Sonic Drive-In - Columbus,sonic-drive-in-columbus,5814,Fast Food Restaurants,dining
Sonic Drive-In - Corpus Christi,sonic-drive-in-corpus-christi,5814,Fast Food Restaurants,dining
Sonic Drive-In - Dallas,sonic-drive-in-dallas,5814,Fast Food Restaurants,dining
Sonic Drive-In - Denver,sonic-drive-in-denver,5814,Fast Food Restaurants,dining
Sonic Drive-In - Durham,sonic-drive-in-durham,5814,Fast Food Restaurants,dining
Sonic Drive-In - El Paso,sonic-drive-in-el-paso,5814,Fast Food Restaurants,dining
Sonic Drive-In - Fort Wayne,sonic-drive-in-fort-wayne,5814,Fast Food Restaurants,dining
Sonic Drive-In - Fort Worth,sonic-drive-in-fort-worth,5814,Fast Food Restaurants,dining
Sonic Drive-In - Fresno,sonic-drive-in-fresno,5814,Fast Food Restaurants,dining
Sonic Drive-In - Garland,sonic-drive-in-garland,5814,Fast Food Restaurants,dining
Sonic Drive-In - Glendale,sonic-drive-in-glendale,5814,Fast Food Restaurants,dining
Sonic Drive-In - Greensboro,sonic-drive-in-greensboro,5814,Fast Food Restaurants,dining
Sonic Drive-In - Henderson,sonic-drive-in-henderson,5814,Fast Food Restaurants,dining
Sonic Drive-In - Honolulu,sonic-drive-in-honolulu,5814,Fast Food Restaurants,dining
Sonic Drive-In - Houston,sonic-drive-in-houston,5814,Fast Food Restaurants,dining
Sonic Drive-In - Indianapolis,sonic-drive-in-indianapolis,5814,Fast Food Restaurants,dining
Sonic Drive-In - Jacksonville,sonic-drive-in-jacksonville,5814,Fast Food Restaurants,dining
Sonic Drive-In - Jersey City,sonic-drive-in-jersey-city,5814,Fast Food Restaurants,dining
Sonic Drive-In - Kansas City,sonic-drive-in-kansas-city,5814,Fast Food Restaurants,dining
Sonic Drive-In - Laredo,sonic-drive-in-laredo,5814,Fast Food Restaurants,dining
Sonic Drive-In - Las Vegas,sonic-drive-in-las-vegas,5814,Fast Food Restaurants,dining
Sonic Drive-In - Lexington,sonic-drive-in-lexington,5814,Fast Food Restaurants,dining
Sonic Drive-In - Lincoln,sonic-drive-in-lincoln,5814,Fast Food Restaurants,dining
Sonic Drive-In - Long Beach,sonic-drive-in-long-beach,5814,Fast Food Restaurants,dining
Sonic Drive-In - Los Angeles,sonic-drive-in-los-angeles,5814,Fast Food Restaurants,dining
Sonic Drive-In - Louisville,sonic-drive-in-louisville,5814,Fast Food Restaurants,dining
Sonic Drive-In - Lubbock,sonic-drive-in-lubbock,5814,Fast Food Restaurants,dining
Sonic Drive-In - Madison,sonic-drive-in-madison,5814,Fast Food Restaurants,dining
Sonic Drive-In - Memphis,sonic-drive-in-memphis,5814,Fast Food Restaurants,dining
Sonic Drive-In - Mesa,sonic-drive-in-mesa,5814,Fast Food Restaurants,dining
Sonic Drive-In - Milwaukee,sonic-drive-in-milwaukee,5814,Fast Food Restaurants,dining
Sonic Drive-In - Minneapolis,sonic-drive-in-minneapolis,5814,Fast Food Restaurants,dining
Sonic Drive-In - Nashville,sonic-drive-in-nashville,5814,Fast Food Restaurants,dining
Sonic Drive-In - New Orleans,sonic-drive-in-new-orleans,5814,Fast Food Restaurants,dining
Sonic Drive-In - New York,sonic-drive-in-new-york,5814,Fast Food Restaurants,dining
Sonic Drive-In - Newark,sonic-drive-in-newark,5814,Fast Food Restaurants,dining
Sonic Drive-In - Norfolk,sonic-drive-in-norfolk,5814,Fast Food Restaurants,dining
Sonic Drive-In - Oklahoma City,sonic-drive-in-oklahoma-city,5814,Fast Food Restaurants,dining
Sonic Drive-In - Omaha,sonic-drive-in-omaha,5814,Fast Food Restaurants,dining
Sonic Drive-In - Orlando,sonic-drive-in-orlando,5814,Fast Food Restaurants,dining
Sonic Drive-In - Philadelphia,sonic-drive-in-philadelphia,5814,Fast Food Restaurants,dining
Sonic Drive-In - Phoenix,sonic-drive-in-phoenix,5814,Fast Food Restaurants,dining
Sonic Drive-In - Pittsburgh,sonic-drive-in-pittsburgh,5814,Fast Food Restaurants,dining
Sonic Drive-In - Plano,sonic-drive-in-plano,5814,Fast Food Restaurants,dining
Sonic Drive-In - Portland,sonic-drive-in-portland,5814,Fast Food Restaurants,dining
Sonic Drive-In - Raleigh,sonic-drive-in-raleigh,5814,Fast Food Restaurants,dining
Sonic Drive-In - Riverside,sonic-drive-in-riverside,5814,Fast Food Restaurants,dining
Sonic Drive-In - Sacramento,sonic-drive-in-sacramento,5814,Fast Food Restaurants,dining
Sonic Drive-In - San Antonio,sonic-drive-in-san-antonio,5814,Fast Food Restaurants,dining
Sonic Drive-In - San Diego,sonic-drive-in-san-diego,5814,Fast Food Restaurants,dining
Sonic Drive-In - San Francisco,sonic-drive-in-san-francisco,5814,Fast Food Restaurants,dining
Sonic Drive-In - San Jose,sonic-drive-in-san-jose,5814,Fast Food Restaurants,dining
Sonic Drive-In - Santa Ana,sonic-drive-in-santa-ana,5814,Fast Food Restaurants,dining
Sonic Drive-In - Seattle,sonic-drive-in-seattle,5814,Fast Food Restaurants,dining
Sonic Drive-In - St. Louis,sonic-drive-in-st-louis,5814,Fast Food Restaurants,dining
Sonic Drive-In - St. Paul,sonic-drive-in-st-paul,5814,Fast Food Restaurants,dining
Sonic Drive-In - St. Petersburg,sonic-drive-in-st-petersburg,5814,Fast Food Restaurants,dining
Sonic Drive-In - Stockton,sonic-drive-in-stockton,5814,Fast Food Restaurants,dining
Sonic Drive-In - Tampa,sonic-drive-in-tampa,5814,Fast Food Restaurants,dining
Sonic Drive-In - Toledo,sonic-drive-in-toledo,5814,Fast Food Restaurants,dining
Sonic Drive-In - Tucson,sonic-drive-in-tucson,5814,Fast Food Restaurants,dining
Sonic Drive-In - Virginia Beach,sonic-drive-in-virginia-beach,5814,Fast Food Restaurants,dining
Sonic Drive-In - Washington,sonic-drive-in-washington,5814,Fast Food Restaurants,dining
Sonic Drive-In - Winston-Salem,sonic-drive-in-winston-salem,5814,Fast Food Restaurants,dining
Sony Store,sony-store,5732,Electronic Sales,home
SoulCycle,soulcycle,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Sound Transit,sound-transit,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Souplantation,souplantation,5812,Eating places and Restaurants,dining
South African Airways,south-african-airways,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Southeast Delivery,southeast-delivery,4215,"Courier Services – Air or Ground, Freight forwarders",transportation
Southeastern Grocers,southeastern-grocers,5411,"Grocery Stores, Supermarkets",retail
Southwest Airlines,southwest-airlines,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
SP+ Parking,sp-plus,7523,Automobile Parking Lots and Garages,car_rental
Spectrum TV,spectrum-tv,4899,Cable and other pay television (previously Cable Services),utilities
Spee-Dee Delivery,spee-dee-delivery,4215,"Courier Services – Air or Ground, Freight forwarders",transportation
Speedway,speedway,5541,Service Stations ( with or without ancillary services),retail
Speedway Fuel,speedway-fuel,5541,Service Stations ( with or without ancillary services),retail
SpiceJet,spicejet,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Spirit Airlines,spirit-airlines,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Splitsville,splitsville,5813,"Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",dining
Sports Authority,sports-authority,5941,Sporting Goods Stores,sporting_goods
SpotHero,spothero,7523,Automobile Parking Lots and Garages,car_rental
Spotify,spotify,5816,Digital Goods: Games,digital
SpringHill Suites,springhill-suites,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Sprint,sprint,4899,Cable and other pay television (previously Cable Services),utilities
Sprouts Farmers Market,sprouts,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market,sprouts-farmers-market,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Albuquerque,sprouts-farmers-market-albuquerque,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Anaheim,sprouts-farmers-market-anaheim,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Anchorage,sprouts-farmers-market-anchorage,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Arlington,sprouts-farmers-market-arlington,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Atlanta,sprouts-farmers-market-atlanta,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Aurora,sprouts-farmers-market-aurora,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Austin,sprouts-farmers-market-austin,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Bakersfield,sprouts-farmers-market-bakersfield,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Baltimore,sprouts-farmers-market-baltimore,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Boston,sprouts-farmers-market-boston,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Charlotte,sprouts-farmers-market-charlotte,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Chicago,sprouts-farmers-market-chicago,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Cincinnati,sprouts-farmers-market-cincinnati,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Colorado Springs,sprouts-farmers-market-colorado-springs,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Columbus,sprouts-farmers-market-columbus,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Corpus Christi,sprouts-farmers-market-corpus-christi,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Dallas,sprouts-farmers-market-dallas,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Denver,sprouts-farmers-market-denver,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - El Paso,sprouts-farmers-market-el-paso,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Fort Worth,sprouts-farmers-market-fort-worth,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Fresno,sprouts-farmers-market-fresno,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Honolulu,sprouts-farmers-market-honolulu,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Houston,sprouts-farmers-market-houston,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Indianapolis,sprouts-farmers-market-indianapolis,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Jacksonville,sprouts-farmers-market-jacksonville,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Kansas City,sprouts-farmers-market-kansas-city,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Las Vegas,sprouts-farmers-market-las-vegas,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Lexington,sprouts-farmers-market-lexington,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Long Beach,sprouts-farmers-market-long-beach,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Los Angeles,sprouts-farmers-market-los-angeles,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Louisville,sprouts-farmers-market-louisville,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Memphis,sprouts-farmers-market-memphis,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Mesa,sprouts-farmers-market-mesa,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Milwaukee,sprouts-farmers-market-milwaukee,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Minneapolis,sprouts-farmers-market-minneapolis,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Nashville,sprouts-farmers-market-nashville,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - New Orleans,sprouts-farmers-market-new-orleans,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - New York,sprouts-farmers-market-new-york,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Oklahoma City,sprouts-farmers-market-oklahoma-city,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Omaha,sprouts-farmers-market-omaha,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Philadelphia,sprouts-farmers-market-philadelphia,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Phoenix,sprouts-farmers-market-phoenix,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Pittsburgh,sprouts-farmers-market-pittsburgh,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Portland,sprouts-farmers-market-portland,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Raleigh,sprouts-farmers-market-raleigh,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Riverside,sprouts-farmers-market-riverside,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Sacramento,sprouts-farmers-market-sacramento,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - San Antonio,sprouts-farmers-market-san-antonio,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - San Diego,sprouts-farmers-market-san-diego,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - San Francisco,sprouts-farmers-market-san-francisco,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - San Jose,sprouts-farmers-market-san-jose,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Santa Ana,sprouts-farmers-market-santa-ana,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Seattle,sprouts-farmers-market-seattle,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - St. Louis,sprouts-farmers-market-st-louis,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - St. Paul,sprouts-farmers-market-st-paul,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Stockton,sprouts-farmers-market-stockton,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Tampa,sprouts-farmers-market-tampa,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Tucson,sprouts-farmers-market-tucson,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Virginia Beach,sprouts-farmers-market-virginia-beach,5411,"Grocery Stores, Supermarkets",retail
Sprouts Farmers Market - Washington,sprouts-farmers-market-washington,5411,"Grocery Stores, Supermarkets",retail
St. Louis Metro,st-louis-metro,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
St. Regis Hotels,st-regis-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Stage,stage,5311,Department Stores,retail
Stage Stores,stage-stores,5311,Department Stores,retail
Staples,staples,5943,"Stationery Stores, Office and School Supply Stores",office_supply
Staples Center,staples-center,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Star Market,star-market,5411,"Grocery Stores, Supermarkets",retail
Starbucks,starbucks,5812,Eating places and Restaurants,dining
Starbucks - Albuquerque,starbucks-albuquerque,5814,Fast Food Restaurants,dining
Starbucks - Anaheim,starbucks-anaheim,5814,Fast Food Restaurants,dining
Starbucks - Anchorage,starbucks-anchorage,5814,Fast Food Restaurants,dining
Starbucks - Arlington,starbucks-arlington,5814,Fast Food Restaurants,dining
Starbucks - Atlanta,starbucks-atlanta,5814,Fast Food Restaurants,dining
Starbucks - Aurora,starbucks-aurora,5814,Fast Food Restaurants,dining
Starbucks - Austin,starbucks-austin,5814,Fast Food Restaurants,dining
Starbucks - Bakersfield,starbucks-bakersfield,5814,Fast Food Restaurants,dining
Starbucks - Baltimore,starbucks-baltimore,5814,Fast Food Restaurants,dining
Starbucks - Boston,starbucks-boston,5814,Fast Food Restaurants,dining
Starbucks - Buffalo,starbucks-buffalo,5814,Fast Food Restaurants,dining
Starbucks - Charlotte,starbucks-charlotte,5814,Fast Food Restaurants,dining
Starbucks - Chicago,starbucks-chicago,5814,Fast Food Restaurants,dining
Starbucks - Chula Vista,starbucks-chula-vista,5814,Fast Food Restaurants,dining
Starbucks - Cincinnati,starbucks-cincinnati,5814,Fast Food Restaurants,dining
Starbucks - Colorado Springs,starbucks-colorado-springs,5814,Fast Food Restaurants,dining
Starbucks - Columbus,starbucks-columbus,5814,Fast Food Restaurants,dining
Starbucks - Corpus Christi,starbucks-corpus-christi,5814,Fast Food Restaurants,dining
Starbucks - Dallas,starbucks-dallas,5814,Fast Food Restaurants,dining
Starbucks - Denver,starbucks-denver,5814,Fast Food Restaurants,dining
Starbucks - Durham,starbucks-durham,5814,Fast Food Restaurants,dining
Starbucks - El Paso,starbucks-el-paso,5814,Fast Food Restaurants,dining
Starbucks - Fort Wayne,starbucks-fort-wayne,5814,Fast Food Restaurants,dining
Starbucks - Fort Worth,starbucks-fort-worth,5814,Fast Food Restaurants,dining
Starbucks - Fresno,starbucks-fresno,5814,Fast Food Restaurants,dining
Starbucks - Garland,starbucks-garland,5814,Fast Food Restaurants,dining
Starbucks - Glendale,starbucks-glendale,5814,Fast Food Restaurants,dining
Starbucks - Greensboro,starbucks-greensboro,5814,Fast Food Restaurants,dining
Starbucks - Henderson,starbucks-henderson,5814,Fast Food Restaurants,dining
Starbucks - Honolulu,starbucks-honolulu,5814,Fast Food Restaurants,dining
Starbucks - Houston,starbucks-houston,5814,Fast Food Restaurants,dining
Starbucks - Indianapolis,starbucks-indianapolis,5814,Fast Food Restaurants,dining
Starbucks - Jacksonville,starbucks-jacksonville,5814,Fast Food Restaurants,dining
Starbucks - Jersey City,starbucks-jersey-city,5814,Fast Food Restaurants,dining
Starbucks - Kansas City,starbucks-kansas-city,5814,Fast Food Restaurants,dining
Starbucks - Laredo,starbucks-laredo,5814,Fast Food Restaurants,dining
Starbucks - Las Vegas,starbucks-las-vegas,5814,Fast Food Restaurants,dining
Starbucks - Lexington,starbucks-lexington,5814,Fast Food Restaurants,dining
Starbucks - Lincoln,starbucks-lincoln,5814,Fast Food Restaurants,dining
Starbucks - Long Beach,starbucks-long-beach,5814,Fast Food Restaurants,dining
Starbucks - Los Angeles,starbucks-los-angeles,5814,Fast Food Restaurants,dining
Starbucks - Louisville,starbucks-louisville,5814,Fast Food Restaurants,dining
Starbucks - Lubbock,starbucks-lubbock,5814,Fast Food Restaurants,dining
Starbucks - Madison,starbucks-madison,5814,Fast Food Restaurants,dining
Starbucks - Memphis,starbucks-memphis,5814,Fast Food Restaurants,dining
Starbucks - Mesa,starbucks-mesa,5814,Fast Food Restaurants,dining
Starbucks - Milwaukee,starbucks-milwaukee,5814,Fast Food Restaurants,dining
Starbucks - Minneapolis,starbucks-minneapolis,5814,Fast Food Restaurants,dining
Starbucks - Nashville,starbucks-nashville,5814,Fast Food Restaurants,dining
Starbucks - New Orleans,starbucks-new-orleans,5814,Fast Food Restaurants,dining
Starbucks - New York,starbucks-new-york,5814,Fast Food Restaurants,dining
Starbucks - Newark,starbucks-newark,5814,Fast Food Restaurants,dining
Starbucks - Norfolk,starbucks-norfolk,5814,Fast Food Restaurants,dining
Starbucks - Oklahoma City,starbucks-oklahoma-city,5814,Fast Food Restaurants,dining
Starbucks - Omaha,starbucks-omaha,5814,Fast Food Restaurants,dining
Starbucks - Orlando,starbucks-orlando,5814,Fast Food Restaurants,dining
Starbucks - Philadelphia,starbucks-philadelphia,5814,Fast Food Restaurants,dining
Starbucks - Phoenix,starbucks-phoenix,5814,Fast Food Restaurants,dining
Starbucks - Pittsburgh,starbucks-pittsburgh,5814,Fast Food Restaurants,dining
Starbucks - Plano,starbucks-plano,5814,Fast Food Restaurants,dining
Starbucks - Portland,starbucks-portland,5814,Fast Food Restaurants,dining
Starbucks - Raleigh,starbucks-raleigh,5814,Fast Food Restaurants,dining
Starbucks - Riverside,starbucks-riverside,5814,Fast Food Restaurants,dining
Starbucks - Sacramento,starbucks-sacramento,5814,Fast Food Restaurants,dining
Starbucks - San Antonio,starbucks-san-antonio,5814,Fast Food Restaurants,dining
Starbucks - San Diego,starbucks-san-diego,5814,Fast Food Restaurants,dining
Starbucks - San Francisco,starbucks-san-francisco,5814,Fast Food Restaurants,dining
Starbucks - San Jose,starbucks-san-jose,5814,Fast Food Restaurants,dining
Starbucks - Santa Ana,starbucks-santa-ana,5814,Fast Food Restaurants,dining
Starbucks - Seattle,starbucks-seattle,5814,Fast Food Restaurants,dining
Starbucks - St. Louis,starbucks-st-louis,5814,Fast Food Restaurants,dining
Starbucks - St. Paul,starbucks-st-paul,5814,Fast Food Restaurants,dining
Starbucks - St. Petersburg,starbucks-st-petersburg,5814,Fast Food Restaurants,dining
Starbucks - Stockton,starbucks-stockton,5814,Fast Food Restaurants,dining
Starbucks - Tampa,starbucks-tampa,5814,Fast Food Restaurants,dining
Starbucks - Toledo,starbucks-toledo,5814,Fast Food Restaurants,dining
Starbucks - Tucson,starbucks-tucson,5814,Fast Food Restaurants,dining
Starbucks - Virginia Beach,starbucks-virginia-beach,5814,Fast Food Restaurants,dining
Starbucks - Washington,starbucks-washington,5814,Fast Food Restaurants,dining
Starbucks - Winston-Salem,starbucks-winston-salem,5814,Fast Food Restaurants,dining
Starlink,starlink,4816,Computer Network Services,utilities
Stars & Strikes,stars-strikes,5813,"Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",dining
Starz,starz,5815,"Digital Goods: Media, Books, Movies, Music",digital
State Farm,state-farm,6300,"Insurance Sales, Underwriting, and Premiums",financial
State Farm Stadium,state-farm-stadium,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Stater Bros.,stater-bros,5411,"Grocery Stores, Supermarkets",retail
Staybridge Suites,staybridge-suites,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Steak 'n Shake,steak-n-shake,5812,Eating places and Restaurants,dining
Steak 'n Shake,steak-n-shake-2,5812,Eating places and Restaurants,dining
SteakEz,steakez,5422,Meat Provisioners – Freezer and Locker,retail
Steam,steam-2,7994,Video Game Arcades/Establishments,entertainment
Steam,steam,5816,Digital Goods: Games,digital
Stein Mart,stein-mart,5331,Variety Stores,retail
Stevi B's,stevi-bs,5812,Eating places and Restaurants,dining
Stevi B's Pizza Buffet,stevi-bs-pizza-buffet,5814,Fast Food Restaurants,dining
Stew Leonard's,stew-leonards,5411,"Grocery Stores, Supermarkets",retail
STK Steakhouse,stk-steakhouse,5812,Eating places and Restaurants,dining
StockX,stockx,5999,Miscellaneous and Specialty Retail Stores,retail
Stonyfield Farm,stonyfield-farm,5451,Dairy Products Stores,retail
Stop & Shop,stop-shop,5411,"Grocery Stores, Supermarkets",retail
Stop & Shop,stop-and-shop,5411,"Grocery Stores, Supermarkets",retail
Stripes,stripes,5541,Service Stations ( with or without ancillary services),retail
StubHub,stubhub,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
StudentUniverse,studentuniverse,4722,Travel Agencies and Tour Operations,transportation
Studio Movie Grill,studio-movie-grill,7832,Motion Picture Theaters,entertainment
Subway,subway,5814,Fast Food Restaurants,dining
Subway - Albuquerque,subway-albuquerque,5814,Fast Food Restaurants,dining
Subway - Anaheim,subway-anaheim,5814,Fast Food Restaurants,dining
Subway - Anchorage,subway-anchorage,5814,Fast Food Restaurants,dining
Subway - Arlington,subway-arlington,5814,Fast Food Restaurants,dining
